,Rake Num,Start Station,Start Time,End Station,End Time,Direction,service time,Same Jurisdiction,Step Back Rake,Step Back Location,mergedRakeNum1,mergedRakeNum2
125,703,KKDA UP,14:15,PBGW,15:21,UP,66,no,No StepBack,No StepBack,556,557
282,713,PBGW,14:19,PBGW,14:51,UP,32,yes,No StepBack,No StepBack,504,667
126,712,PBGW,14:20,KKDA DN,15:26,DN,66,no,No StepBack,No StepBack,641,642
383,718,KKDA DN,14:24,KKDA UP,14:56,DN,32,yes,No StepBack,No StepBack,589,591
127,715,KKDA UP,14:25,PBGW,15:32,UP,67,no,No StepBack,No StepBack,565,566
128,701,PBGW,14:30,KKDA DN,15:36,DN,66,no,No StepBack,No StepBack,650,651
283,714,PBGW,14:30,PBGW,15:01,UP,31,yes,No StepBack,No StepBack,513,676
384,719,KKDA DN,14:34,KKDA UP,15:07,DN,33,yes,No StepBack,No StepBack,598,600
129,716,KKDA UP,14:36,PBGW,15:42,UP,66,no,No StepBack,No StepBack,574,575
284,707,PBGW,14:40,PBGW,15:11,UP,31,yes,No StepBack,No StepBack,522,685
130,702,PBGW,14:40,KKDA DN,15:46,DN,66,no,No StepBack,No StepBack,659,660
385,709,KKDA DN,14:44,KKDA UP,15:17,DN,33,yes,No StepBack,No StepBack,607,609
131,717,KKDA UP,14:46,PBGW,15:52,UP,66,no,No StepBack,No StepBack,583,584
285,721,PBGW,14:50,PBGW,15:22,UP,32,yes,No StepBack,No StepBack,531,694
132,713,PBGW,14:51,KKDA DN,15:57,DN,66,no,No StepBack,No StepBack,668,669
386,710,KKDA DN,14:55,KKDA UP,15:27,DN,32,yes,No StepBack,No StepBack,616,618
133,718,KKDA UP,14:56,PBGW,16:03,UP,67,no,No StepBack,No StepBack,592,593
286,706,PBGW,15:01,PBGW,15:32,UP,31,yes,No StepBack,No StepBack,540,703
134,714,PBGW,15:01,KKDA DN,16:07,DN,66,no,No StepBack,No StepBack,677,678
387,711,KKDA DN,15:05,KKDA UP,15:38,DN,33,yes,No StepBack,No StepBack,625,627
135,719,KKDA UP,15:07,PBGW,16:13,UP,66,no,No StepBack,No StepBack,601,602
136,707,PBGW,15:11,KKDA DN,16:17,DN,66,no,No StepBack,No StepBack,686,687
287,708,PBGW,15:11,PBGW,15:42,UP,31,yes,No StepBack,No StepBack,549,712
388,720,KKDA DN,15:15,KKDA UP,15:48,DN,33,yes,No StepBack,No StepBack,634,636
137,709,KKDA UP,15:17,PBGW,16:23,UP,66,no,No StepBack,No StepBack,610,611
288,703,PBGW,15:21,PBGW,15:53,UP,32,yes,No StepBack,No StepBack,558,721
138,721,PBGW,15:22,KKDA DN,16:28,DN,66,no,No StepBack,No StepBack,695,696
389,712,KKDA DN,15:26,KKDA UP,15:58,DN,32,yes,No StepBack,No StepBack,643,645
139,710,KKDA UP,15:27,PBGW,16:34,UP,67,no,No StepBack,No StepBack,619,620
140,706,PBGW,15:32,KKDA DN,16:38,DN,66,no,No StepBack,No StepBack,704,705
289,715,PBGW,15:32,PBGW,16:03,UP,31,yes,No StepBack,No StepBack,567,730
390,701,KKDA DN,15:36,KKDA UP,16:09,DN,33,yes,No StepBack,No StepBack,652,654
141,711,KKDA UP,15:38,PBGW,16:44,UP,66,no,No StepBack,No StepBack,628,629
142,708,PBGW,15:42,KKDA DN,16:48,DN,66,no,No StepBack,No StepBack,713,714
290,716,PBGW,15:42,PBGW,16:13,UP,31,yes,No StepBack,No StepBack,576,739
391,702,KKDA DN,15:46,KKDA UP,16:19,DN,33,yes,No StepBack,No StepBack,661,663
143,720,KKDA UP,15:48,PBGW,16:54,UP,66,no,No StepBack,No StepBack,637,638
291,717,PBGW,15:52,PBGW,16:24,UP,32,yes,No StepBack,No StepBack,585,748
144,703,PBGW,15:53,KKDA DN,16:59,DN,66,no,No StepBack,No StepBack,722,723
392,713,KKDA DN,15:57,KKDA UP,16:29,DN,32,yes,No StepBack,No StepBack,670,672
145,712,KKDA UP,15:58,PBGW,17:05,UP,67,no,No StepBack,No StepBack,646,647
292,718,PBGW,16:03,PBGW,16:34,UP,31,yes,No StepBack,No StepBack,594,757
146,715,PBGW,16:03,KKDA DN,17:09,DN,66,no,No StepBack,No StepBack,731,732
393,714,KKDA DN,16:07,KKDA UP,16:40,DN,33,yes,No StepBack,No StepBack,679,681
147,701,KKDA UP,16:09,PBGW,17:15,UP,66,no,No StepBack,No StepBack,655,656
293,719,PBGW,16:13,PBGW,16:44,UP,31,yes,No StepBack,No StepBack,603,766
148,716,PBGW,16:13,KKDA DN,17:19,DN,66,no,No StepBack,No StepBack,740,741
394,707,KKDA DN,16:17,KKDA UP,16:50,DN,33,yes,No StepBack,No StepBack,688,690
149,702,KKDA UP,16:19,PBGW,17:25,UP,66,no,No StepBack,No StepBack,664,665
294,709,PBGW,16:23,PBGW,16:55,UP,32,yes,No StepBack,No StepBack,612,775
150,717,PBGW,16:24,KKDA DN,17:30,DN,66,no,No StepBack,No StepBack,749,750
395,721,KKDA DN,16:28,KKDA UP,17:00,DN,32,yes,No StepBack,No StepBack,697,699
151,713,KKDA UP,16:29,PBGW,17:36,UP,67,no,No StepBack,No StepBack,673,674
295,710,PBGW,16:34,PBGW,17:05,UP,31,yes,No StepBack,No StepBack,621,784
152,718,PBGW,16:34,KKDA DN,17:40,DN,66,no,No StepBack,No StepBack,758,759
396,706,KKDA DN,16:38,KKDA UP,17:11,DN,33,yes,No StepBack,No StepBack,706,708
153,714,KKDA UP,16:40,PBGW,17:46,UP,66,no,No StepBack,No StepBack,682,683
296,711,PBGW,16:44,PBGW,17:15,UP,31,yes,No StepBack,No StepBack,630,793
154,719,PBGW,16:44,KKDA DN,17:50,DN,66,no,No StepBack,No StepBack,767,768
397,708,KKDA DN,16:48,KKDA UP,17:21,DN,33,yes,No StepBack,No StepBack,715,717
155,707,KKDA UP,16:50,PBGW,17:56,UP,66,no,No StepBack,No StepBack,691,692
297,720,PBGW,16:54,PBGW,17:26,UP,32,yes,No StepBack,No StepBack,639,802
156,709,PBGW,16:55,KKDA DN,18:01,DN,66,no,No StepBack,No StepBack,776,777
398,703,KKDA DN,16:59,KKDA UP,17:31,DN,32,yes,No StepBack,No StepBack,724,726
157,721,KKDA UP,17:00,PBGW,18:07,UP,67,no,No StepBack,No StepBack,700,701
158,710,PBGW,17:05,KKDA DN,18:11,DN,66,no,No StepBack,No StepBack,785,786
298,712,PBGW,17:05,PBGW,17:36,UP,31,yes,No StepBack,No StepBack,648,811
399,715,KKDA DN,17:09,KKDA UP,17:42,DN,33,yes,No StepBack,No StepBack,733,735
159,706,KKDA UP,17:11,PBGW,18:17,UP,66,no,No StepBack,No StepBack,709,710
299,701,PBGW,17:15,PBGW,17:46,UP,31,yes,No StepBack,No StepBack,657,820
160,711,PBGW,17:15,KKDA DN,18:21,DN,66,no,No StepBack,No StepBack,794,795
400,716,KKDA DN,17:19,KKDA UP,17:52,DN,33,yes,No StepBack,No StepBack,742,744
161,708,KKDA UP,17:21,PBGW,18:27,UP,66,no,No StepBack,No StepBack,718,719
300,702,PBGW,17:25,PBGW,17:57,UP,32,yes,No StepBack,No StepBack,666,829
162,720,PBGW,17:26,KKDA DN,18:32,DN,66,no,No StepBack,No StepBack,803,804
401,717,KKDA DN,17:30,KKDA UP,18:02,DN,32,yes,No StepBack,No StepBack,751,753
163,703,KKDA UP,17:31,PBGW,18:38,UP,67,no,No StepBack,No StepBack,727,728
164,712,PBGW,17:36,KKDA DN,18:42,DN,66,no,No StepBack,No StepBack,812,813
301,713,PBGW,17:36,PBGW,18:07,UP,31,yes,No StepBack,No StepBack,675,838
402,718,KKDA DN,17:40,KKDA UP,18:13,DN,33,yes,No StepBack,No StepBack,760,762
165,715,KKDA UP,17:42,PBGW,18:48,UP,66,no,No StepBack,No StepBack,736,737
166,701,PBGW,17:46,KKDA DN,18:52,DN,66,no,No StepBack,No StepBack,821,822
302,714,PBGW,17:46,PBGW,18:17,UP,31,yes,No StepBack,No StepBack,684,847
403,719,KKDA DN,17:50,KKDA UP,18:23,DN,33,yes,No StepBack,No StepBack,769,771
167,716,KKDA UP,17:52,PBGW,18:58,UP,66,no,No StepBack,No StepBack,745,746
303,707,PBGW,17:56,PBGW,18:28,UP,32,yes,No StepBack,No StepBack,693,856
168,702,PBGW,17:57,KKDA DN,19:03,DN,66,no,No StepBack,No StepBack,830,831
404,709,KKDA DN,18:01,KKDA UP,18:33,DN,32,yes,No StepBack,No StepBack,778,780
169,717,KKDA UP,18:02,PBGW,19:09,UP,67,no,No StepBack,No StepBack,754,755
170,713,PBGW,18:07,KKDA DN,19:13,DN,66,no,No StepBack,No StepBack,839,840
304,721,PBGW,18:07,PBGW,18:38,UP,31,yes,No StepBack,No StepBack,702,865
405,710,KKDA DN,18:11,KKDA UP,18:44,DN,33,yes,No StepBack,No StepBack,787,789
171,718,KKDA UP,18:13,PBGW,19:19,UP,66,no,No StepBack,No StepBack,763,764
305,706,PBGW,18:17,PBGW,18:48,UP,31,yes,No StepBack,No StepBack,711,874
172,714,PBGW,18:17,KKDA DN,19:23,DN,66,no,No StepBack,No StepBack,848,849
406,711,KKDA DN,18:21,KKDA UP,18:54,DN,33,yes,No StepBack,No StepBack,796,798
173,719,KKDA UP,18:23,PBGW,19:29,UP,66,no,No StepBack,No StepBack,772,773
306,708,PBGW,18:27,PBGW,18:59,UP,32,yes,No StepBack,No StepBack,720,883
174,707,PBGW,18:28,KKDA DN,19:34,DN,66,no,No StepBack,No StepBack,857,858
407,720,KKDA DN,18:32,KKDA UP,19:04,DN,32,yes,No StepBack,No StepBack,805,807
175,709,KKDA UP,18:33,PBGW,19:40,UP,67,no,No StepBack,No StepBack,781,782
307,703,PBGW,18:38,PBGW,19:09,UP,31,yes,No StepBack,No StepBack,729,892
176,721,PBGW,18:38,KKDA DN,19:44,DN,66,no,No StepBack,No StepBack,866,867
408,712,KKDA DN,18:42,KKDA UP,19:15,DN,33,yes,No StepBack,No StepBack,814,816
177,710,KKDA UP,18:44,PBGW,19:50,UP,66,no,No StepBack,No StepBack,790,791
308,715,PBGW,18:48,PBGW,19:19,UP,31,yes,No StepBack,No StepBack,738,901
178,706,PBGW,18:48,KKDA DN,19:54,DN,66,no,No StepBack,No StepBack,875,876
409,701,KKDA DN,18:52,KKDA UP,19:25,DN,33,yes,No StepBack,No StepBack,823,825
179,711,KKDA UP,18:54,PBGW,20:00,UP,66,no,No StepBack,No StepBack,799,800
309,716,PBGW,18:58,PBGW,19:30,UP,32,yes,No StepBack,No StepBack,747,907
180,708,PBGW,18:59,KKDA DN,20:05,DN,66,no,No StepBack,No StepBack,884,885
410,702,KKDA DN,19:03,KKDA UP,19:35,DN,32,yes,No StepBack,No StepBack,832,834
181,720,KKDA UP,19:04,PBGW,20:11,UP,67,no,No StepBack,No StepBack,808,809
310,717,PBGW,19:09,PBGW,19:40,UP,31,yes,No StepBack,No StepBack,756,916
182,703,PBGW,19:09,KKDA DN,20:15,DN,66,no,No StepBack,No StepBack,893,894
411,713,KKDA DN,19:13,KKDA UP,19:46,DN,33,yes,No StepBack,No StepBack,841,843
183,712,KKDA UP,19:15,PBGW,20:21,UP,66,no,No StepBack,No StepBack,817,818
311,718,PBGW,19:19,PBGW,19:50,UP,31,yes,No StepBack,No StepBack,765,925
184,715,PBGW,19:19,KKDA DN,20:25,DN,66,no,No StepBack,No StepBack,902,903
412,714,KKDA DN,19:23,KKDA UP,19:56,DN,33,yes,No StepBack,No StepBack,850,852
185,701,KKDA UP,19:25,PBGW,20:31,UP,66,no,No StepBack,No StepBack,826,827
312,719,PBGW,19:29,PBGW,20:01,UP,32,yes,No StepBack,No StepBack,774,934
186,716,PBGW,19:30,KKDA DN,20:33,DN,63,no,No StepBack,No StepBack,908,909
413,707,KKDA DN,19:34,KKDA UP,20:06,DN,32,yes,No StepBack,No StepBack,859,861
187,702,KKDA UP,19:35,PBGW,20:42,UP,67,no,No StepBack,No StepBack,835,836
188,717,PBGW,19:40,KKDA DN,20:46,DN,66,no,No StepBack,No StepBack,917,918
313,709,PBGW,19:40,PBGW,20:11,UP,31,yes,No StepBack,No StepBack,783,944
414,721,KKDA DN,19:44,KKDA UP,20:17,DN,33,yes,No StepBack,No StepBack,868,870
189,713,KKDA UP,19:46,PBGW,20:52,UP,66,no,No StepBack,No StepBack,844,845
190,718,PBGW,19:50,KKDA DN,20:56,DN,66,no,No StepBack,No StepBack,926,927
314,710,PBGW,19:50,PBGW,20:21,UP,31,yes,No StepBack,No StepBack,792,953
415,706,KKDA DN,19:54,KKDA UP,20:29,DN,35,yes,No StepBack,No StepBack,877,879
191,714,KKDA UP,19:56,PBGW,21:02,UP,66,no,No StepBack,No StepBack,853,854
315,711,PBGW,20:00,PBGW,20:34,UP,34,yes,No StepBack,No StepBack,801,962
192,719,PBGW,20:01,KKDA DN,21:07,DN,66,no,No StepBack,No StepBack,935,936
416,708,KKDA DN,20:05,KKDA UP,20:42,DN,37,yes,No StepBack,No StepBack,886,888
193,707,KKDA UP,20:06,PBGW,21:13,UP,67,no,No StepBack,No StepBack,862,863
194,709,PBGW,20:11,KKDA DN,21:17,DN,66,no,No StepBack,No StepBack,945,946
316,720,PBGW,20:11,PBGW,20:46,UP,35,yes,No StepBack,No StepBack,810,972
417,703,KKDA DN,20:15,KKDA UP,20:54,DN,39,yes,No StepBack,No StepBack,895,897
195,721,KKDA UP,20:17,PBGW,21:23,UP,66,no,No StepBack,No StepBack,871,872
317,712,PBGW,20:21,PBGW,20:59,UP,38,yes,No StepBack,No StepBack,819,996
196,710,PBGW,20:21,KKDA DN,21:27,DN,66,no,No StepBack,No StepBack,954,955
503,715,KKDA DN,20:25,MUPR,20:40,DN,15,yes,No StepBack,No StepBack,904,None
197,706,KKDA UP,20:29,PBGW,21:34,UP,65,no,No StepBack,No StepBack,880,881
318,701,PBGW,20:31,PBGW,21:11,UP,40,yes,No StepBack,No StepBack,828,1002
418,716,KKDA DN,20:33,KKDA UP,21:06,DN,33,yes,No StepBack,No StepBack,910,912
198,711,PBGW,20:34,KKDA DN,21:40,DN,66,no,No StepBack,No StepBack,963,964
504,715,MUPR,20:40,MUPR DN,20:41,UP,1,yes,No StepBack,No StepBack,906,None
319,702,PBGW,20:42,PBGW,21:24,UP,42,yes,No StepBack,No StepBack,837,1012
199,708,KKDA UP,20:42,PBGW,21:45,UP,63,no,No StepBack,No StepBack,889,890
200,720,PBGW,20:46,KKDA DN,21:43,DN,57,no,No StepBack,No StepBack,973,974
419,717,KKDA DN,20:46,KKDA UP,21:19,DN,33,yes,No StepBack,No StepBack,919,921
320,713,PBGW,20:52,PBGW,21:29,UP,37,yes,No StepBack,No StepBack,846,1023
201,703,KKDA UP,20:54,PBGW,21:58,UP,64,no,No StepBack,No StepBack,898,899
420,718,KKDA DN,20:56,KKDA UP,21:31,DN,35,yes,No StepBack,No StepBack,928,930
202,712,PBGW,20:59,KKDA DN,22:05,DN,66,no,No StepBack,No StepBack,997,998
321,714,PBGW,21:02,PBGW,21:42,UP,40,yes,No StepBack,No StepBack,855,1034
203,716,KKDA UP,21:06,PBGW,22:13,UP,67,no,No StepBack,No StepBack,913,914
421,719,KKDA DN,21:07,KKDA UP,21:44,DN,37,yes,No StepBack,No StepBack,937,939
204,701,PBGW,21:11,KKDA DN,22:17,DN,66,no,No StepBack,No StepBack,1003,1004
322,707,PBGW,21:13,PBGW,21:54,UP,41,yes,No StepBack,No StepBack,864,1042
422,709,KKDA DN,21:17,KKDA UP,21:56,DN,39,yes,No StepBack,No StepBack,947,949
205,717,KKDA UP,21:19,PBGW,22:25,UP,66,no,No StepBack,No StepBack,922,923
323,721,PBGW,21:23,PBGW,22:04,UP,41,yes,No StepBack,No StepBack,873,1050
206,702,PBGW,21:24,KKDA DN,22:30,DN,66,no,No StepBack,No StepBack,1013,1014
423,710,KKDA DN,21:27,KKDA UP,22:09,DN,42,yes,No StepBack,No StepBack,956,958
207,713,PBGW,21:29,KKDA DN,22:35,DN,66,no,No StepBack,No StepBack,1024,1025
208,718,KKDA UP,21:31,PBGW,22:38,UP,67,no,No StepBack,No StepBack,931,932
324,706,PBGW,21:34,PBGW,22:09,UP,35,yes,No StepBack,No StepBack,882,1058
424,711,KKDA DN,21:40,KKDA UP,22:21,DN,41,yes,No StepBack,No StepBack,965,967
209,714,PBGW,21:42,KKDA DN,22:47,DN,65,no,No StepBack,No StepBack,1035,1036
505,720,KKDA DN,21:43,MUPR,21:58,DN,15,yes,No StepBack,No StepBack,975,None
210,719,KKDA UP,21:44,PBGW,22:50,UP,66,no,No StepBack,No StepBack,940,941
325,708,PBGW,21:45,PBGW,22:14,UP,29,yes,No StepBack,No StepBack,891,1062
211,707,PBGW,21:54,KKDA DN,23:00,DN,66,no,No StepBack,No StepBack,1043,1044
212,709,KKDA UP,21:56,PBGW,23:03,UP,67,no,No StepBack,No StepBack,950,951
326,703,PBGW,21:58,PBGW,22:29,UP,31,yes,No StepBack,No StepBack,900,1070
213,721,PBGW,22:04,KKDA DN,23:10,DN,66,no,No StepBack,No StepBack,1051,1052
506,712,KKDA DN,22:05,MUPR,22:20,DN,15,yes,No StepBack,No StepBack,999,None
214,710,KKDA UP,22:09,PBGW,23:15,UP,66,no,No StepBack,No StepBack,959,960
445,706,PBGW,22:09,IPE,23:08,DN,59,no,No StepBack,No StepBack,1059,None
327,716,PBGW,22:13,PBGW,22:44,UP,31,yes,No StepBack,No StepBack,915,1077
215,708,PBGW,22:14,KKDA DN,23:20,DN,66,no,No StepBack,No StepBack,1063,1064
425,701,KKDA DN,22:17,KKDA UP,22:50,DN,33,yes,No StepBack,No StepBack,1005,1007
507,720,MUPR,22:18,KKDA UP,22:34,UP,16,yes,No StepBack,No StepBack,977,None
508,712,MUPR,22:20,MUPR 3RD SDG,22:30,UP,10,yes,No StepBack,No StepBack,1001,None
216,711,KKDA UP,22:21,PBGW,23:28,UP,67,no,No StepBack,No StepBack,968,969
328,717,PBGW,22:25,PBGW,22:59,UP,34,yes,No StepBack,No StepBack,924,1085
217,703,PBGW,22:29,KKDA DN,23:35,DN,66,no,No StepBack,No StepBack,1071,1072
509,702,KKDA DN,22:30,MUPR,22:45,DN,15,yes,No StepBack,No StepBack,1015,None
218,720,KKDA UP,22:34,PBGW,23:40,UP,66,no,No StepBack,No StepBack,978,979
510,713,KKDA DN,22:35,MUPR,22:50,DN,15,yes,No StepBack,No StepBack,1026,None
0,705,KKDA UP,22:38,IPE,22:45,UP,7,yes,No StepBack,No StepBack,985,None
329,718,PBGW,22:38,PBGW,23:14,UP,36,yes,No StepBack,No StepBack,933,1093
219,716,PBGW,22:44,KKDA DN,23:50,DN,66,no,No StepBack,No StepBack,1078,1079
1,705,IPE,22:45,PBGW,23:44,UP,59,no,No StepBack,No StepBack,986,None
511,702,MUPR,22:45,KJKS/SVVR,22:52,DN,7,yes,No StepBack,No StepBack,1016,None
512,714,KKDA DN,22:47,MUPR,23:03,DN,16,yes,No StepBack,No StepBack,1037,None
513,713,MUPR,22:50,KJKS/SVVR,22:57,DN,7,yes,No StepBack,No StepBack,1027,None
220,701,KKDA UP,22:50,PBGW,23:56,UP,66,no,No StepBack,No StepBack,1008,1009
426,719,PBGW,22:50,MKPR,23:05,UP,15,yes,No StepBack,No StepBack,942,None
2,704,KKDA UP,22:53,IPE,23:00,UP,7,yes,No StepBack,No StepBack,992,None
514,702,KJKS/SVVR,22:55,MUPR,23:02,UP,7,yes,No StepBack,No StepBack,1017,None
221,717,PBGW,22:59,KKDA DN,24:05,DN,66,no,No StepBack,No StepBack,1086,1087
515,713,KJKS/SVVR,23:00,MUPR,23:07,UP,7,yes,No StepBack,No StepBack,1028,None
516,707,KKDA DN,23:00,MUPR,23:15,DN,15,yes,No StepBack,No StepBack,1045,None
3,704,IPE,23:00,PBGW,23:59,UP,59,no,No StepBack,No StepBack,993,None
517,702,MUPR,23:02,KKDA UP,23:17,UP,15,yes,No StepBack,No StepBack,1018,None
330,709,PBGW,23:03,IPE,24:33,UP,90,no,No StepBack,No StepBack,952,1100
518,714,MUPR,23:03,KJKS/SVVR,23:09,DN,6,yes,No StepBack,No StepBack,1038,None
519,713,MUPR,23:07,KKDA UP,23:22,UP,15,yes,No StepBack,No StepBack,1029,None
520,721,KKDA DN,23:10,MUPR,23:25,DN,15,yes,No StepBack,No StepBack,1053,None
222,718,PBGW,23:14,KKDA DN,24:20,DN,66,no,No StepBack,No StepBack,1094,1095
331,710,PBGW,23:15,MVPO DN PF,24:32,UP,77,no,No StepBack,No StepBack,961,1104
521,707,MUPR,23:15,KJKS/SVVR,23:22,DN,7,yes,No StepBack,No StepBack,1046,None
446,714,KJKS/SVVR,23:15,IPE,23:44,UP,29,yes,No StepBack,No StepBack,1039,None
223,702,KKDA UP,23:17,PBGW,24:24,UP,67,no,No StepBack,No StepBack,1019,1020
522,708,KKDA DN,23:20,MUPR,23:35,DN,15,yes,No StepBack,No StepBack,1065,None
224,713,KKDA UP,23:22,PBGW,24:29,UP,67,no,No StepBack,No StepBack,1030,1031
523,721,MUPR,23:25,KJKS/SVVR,23:32,DN,7,yes,No StepBack,No StepBack,1054,None
332,711,PBGW,23:28,DDSC DN,24:05,UP,37,yes,No StepBack,No StepBack,970,1106
447,707,KJKS/SVVR,23:30,IPE,23:59,UP,29,yes,No StepBack,No StepBack,1047,None
524,708,MUPR,23:35,KJKS/SVVR,23:42,DN,7,yes,No StepBack,No StepBack,1066,None
448,721,KJKS/SVVR,23:35,IPE,24:05,UP,30,yes,No StepBack,No StepBack,1055,None
525,703,KKDA DN,23:35,MUPR,23:50,DN,15,yes,No StepBack,No StepBack,1073,None
333,720,PBGW,23:40,SAKP 3RD,24:17,UP,37,yes,No StepBack,No StepBack,980,1108
4,705,PBGW,23:44,MKPR,23:59,UP,15,yes,No StepBack,No StepBack,987,None
449,708,KJKS/SVVR,23:45,IPE,24:14,UP,29,yes,No StepBack,No StepBack,1067,None
526,703,MUPR,23:50,KJKS/SVVR,23:57,DN,7,yes,No StepBack,No StepBack,1074,None
527,716,KKDA DN,23:50,MUPR,24:05,DN,15,yes,No StepBack,No StepBack,1080,None
427,701,PBGW,23:56,MKPR,24:11,UP,15,yes,No StepBack,No StepBack,1010,None
5,704,PBGW,23:59,MKPR,24:14,UP,15,yes,No StepBack,No StepBack,994,None
450,703,KJKS/SVVR,24:00,MUPR 4TH PF,24:08,UP,8,yes,No StepBack,No StepBack,1076,None
528,717,KKDA DN,24:05,MUPR,24:20,DN,15,yes,No StepBack,No StepBack,1088,None
529,716,MUPR,24:05,KJKS/SVVR,24:12,DN,7,yes,No StepBack,No StepBack,1081,None
451,716,KJKS/SVVR,24:15,IPE,24:45,UP,30,yes,No StepBack,No StepBack,1082,None
531,718,KKDA DN,24:20,MUPR,24:35,DN,15,yes,No StepBack,No StepBack,1096,None
530,717,MUPR,24:20,KJKS/SVVR,24:27,DN,7,yes,No StepBack,No StepBack,1089,None
428,702,PBGW,24:24,MKPR,24:39,UP,15,yes,No StepBack,No StepBack,1021,None
429,713,PBGW,24:29,MKPR,24:44,UP,15,yes,No StepBack,No StepBack,1032,None
225,717,KJKS/SVVR,24:30,IPE 3RD,25:03,UP,33,yes,No StepBack,No StepBack,1090,1092
532,718,MUPR,24:35,KJKS/SVVR,24:42,DN,7,yes,No StepBack,No StepBack,1097,None
452,718,KJKS/SVVR,24:45,SVVR DN,24:46,UP,1,yes,No StepBack,No StepBack,1099,None
